"table_name","column_name","data_type","is_nullable","column_default","rls_enabled","policyname","action","roles","using_expression","check_expression","foreign_table","foreign_column"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste_source","code"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"referentiel_depart","code"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste","id"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste_source","code"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"referentiel_depart","code"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste_source","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fo_interface","adresse_ip","inet","YES",,"f",,,,,,"poste_source","code"
"fo_interface","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"fo_interface","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"fo_interface","date_commande","date","YES",,"f",,,,,,"poste_source","code"
"fo_interface","date_mise_en_service","date","YES",,"f",,,,,,"poste_source","code"
"fo_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"fo_interface","marque","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","modele","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","nb_ports_eth","smallint","YES",,"f",,,,,,"poste_source","code"
"fo_interface","nb_ports_fo","smallint","YES",,"f",,,,,,"poste_source","code"
"fo_interface","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"fo_interface","protocoles","ARRAY","YES",,"f",,,,,,"poste_source","code"
"fo_interface","ref_marche","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","statut","character varying","NO","'COMMANDE'::character varying","f",,,,,,"poste_source","code"
"fo_interface","type_equipement","character varying","NO",,"f",,,,,,"poste_source","code"
"ild","derniere_maintenance","date","YES",,"f",,,,,,"poste_source","code"
"ild","derniere_maintenance","date","YES",,"f",,,,,,"poste","id"
"ild","etat","character varying","NO","'A_VERIFIER'::character varying","f",,,,,,"poste_source","code"
"ild","etat","character varying","NO","'A_VERIFIER'::character varying","f",,,,,,"poste","id"
"ild","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"ild","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"ild","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"ild","poste_id","uuid","YES",,"f",,,,,,"poste_source","code"
"ild","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"ild","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"ild","type","character varying","YES","'SOUTERRAIN'::character varying","f",,,,,,"poste_source","code"
"ild","type","character varying","YES","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"ild","x","numeric","YES",,"f",,,,,,"poste_source","code"
"ild","x","numeric","YES",,"f",,,,,,"poste","id"
"ild","y","numeric","YES",,"f",,,,,,"poste","id"
"ild","y","numeric","YES",,"f",,,,,,"poste_source","code"
"ild_historique","ancien_etat","character varying","YES",,"f",,,,,,"ild","id"
"ild_historique","date_evenement","timestamp with time zone","NO","now()","f",,,,,,"ild","id"
"ild_historique","id","uuid","NO","gen_random_uuid()","f",,,,,,"ild","id"
"ild_historique","ild_id","uuid","YES",,"f",,,,,,"ild","id"
"ild_historique","nouvel_etat","character varying","YES",,"f",,,,,,"ild","id"
"incident","commentaire","text","YES",,"f",,,,,,"poste","id"
"incident","date_incident","timestamp with time zone","YES",,"f",,,,,,"poste","id"
"incident","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"incident","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"incident","statut","character varying","YES","'OUVERT'::character varying","f",,,,,,"poste","id"
"incident","type_incident","character varying","YES",,"f",,,,,,"poste","id"
"infodepart_enregistre","depart_brut","character varying","NO",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"infodepart_enregistre","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","puissance_enregistree_kva","numeric","YES",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","source","character varying","YES","'DWG_30072025'::character varying","f",,,,,,"poste_source","code"
"jalon_projet","avancement_pct","numeric","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","avancement_pct","numeric","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","categorie","character varying","NO",,"f",,,,,,"poste_source","code"
"jalon_projet","categorie","character varying","NO",,"f",,,,,,"utilisateur","id"
"jalon_projet","commentaire","text","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","created_at","timestamp with time zone","NO","now()","f",,,,,,"utilisateur","id"
"jalon_projet","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"jalon_projet","date_prevue","date","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","date_prevue","date","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","date_realisee","date","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","date_realisee","date","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"jalon_projet","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"jalon_projet","libelle","character varying","NO",,"f",,,,,,"poste_source","code"
"jalon_projet","libelle","character varying","NO",,"f",,,,,,"utilisateur","id"
"jalon_projet","poste_source","character varying","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","poste_source","character varying","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","responsable_id","uuid","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","responsable_id","uuid","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","statut","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"poste_source","code"
"jalon_projet","statut","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"utilisateur","id"
"manoeuvre","commande","character varying","YES",,"f",,,,,,"poste","id"
"manoeuvre","commande","character varying","YES",,"f",,,,,,"rm6","id"
"manoeuvre","etat","character varying","NO","'FERME'::character varying","f",,,,,,"poste","id"
"manoeuvre","etat","character varying","NO","'FERME'::character varying","f",,,,,,"rm6","id"
"manoeuvre","id","uuid","NO","gen_random_uuid()","f",,,,,,"rm6","id"
"manoeuvre","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"manoeuvre","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"manoeuvre","poste_id","uuid","YES",,"f",,,,,,"rm6","id"
"manoeuvre","rm6_id","uuid","YES",,"f",,,,,,"rm6","id"
"manoeuvre","rm6_id","uuid","YES",,"f",,,,,,"poste","id"
"manoeuvre","type","character varying","YES",,"f",,,,,,"rm6","id"
"manoeuvre","type","character varying","YES",,"f",,,,,,"poste","id"
"manoeuvre_historique","ancien_etat","character varying","YES",,"f",,,,,,"manoeuvre","id"
"manoeuvre_historique","date_action","timestamp with time zone","NO","now()","f",,,,,,"manoeuvre","id"
"manoeuvre_historique","id","uuid","NO","gen_random_uuid()","f",,,,,,"manoeuvre","id"
"manoeuvre_historique","manoeuvre_id","uuid","YES",,"f",,,,,,"manoeuvre","id"
"manoeuvre_historique","nouvel_etat","character varying","YES",,"f",,,,,,"manoeuvre","id"
"manoeuvre_historique","utilisateur","character varying","YES",,"f",,,,,,"manoeuvre","id"
"omt","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"omt","commentaire","text","YES",,"f",,,,,,"ild","id"
"omt","commentaire","text","YES",,"f",,,,,,"fibre_segment","id"
"omt","commentaire","text","YES",,"f",,,,,,"referentiel_depart","code"
"omt","commentaire","text","YES",,"f",,,,,,"rm6","id"
"omt","commentaire","text","YES",,"f",,,,,,"poste","id"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"fibre_segment","id"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"ild","id"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"rm6","id"
"omt","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"poste_source","code"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"ild","id"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"fibre_segment","id"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"referentiel_depart","code"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"rm6","id"
"omt","date_mise_en_service","date","YES",,"f",,,,,,"poste","id"
"omt","depart","character varying","YES",,"f",,,,,,"ild","id"
"omt","depart","character varying","YES",,"f",,,,,,"rm6","id"
"omt","depart","character varying","YES",,"f",,,,,,"poste","id"
"omt","depart","character varying","YES",,"f",,,,,,"poste_source","code"
"omt","depart","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"omt","depart","character varying","YES",,"f",,,,,,"fibre_segment","id"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"poste_source","code"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"ild","id"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"fibre_segment","id"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"referentiel_depart","code"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"rm6","id"
"omt","derniere_com","timestamp with time zone","YES",,"f",,,,,,"poste","id"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"rm6","id"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"ild","id"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"poste_source","code"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"poste","id"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"fibre_segment","id"
"omt","etat_manoeuvre","character varying","NO","'INCONNU'::character varying","f",,,,,,"referentiel_depart","code"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"poste","id"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"ild","id"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"fibre_segment","id"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"referentiel_depart","code"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"rm6","id"
"omt","etat_telecom","character varying","NO","'INJOIGNABLE'::character varying","f",,,,,,"poste_source","code"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"ild","id"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"poste_source","code"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"poste","id"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"rm6","id"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"omt","fibre_segment_id","uuid","YES",,"f",,,,,,"fibre_segment","id"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"ild","id"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"rm6","id"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"omt","id","uuid","NO","gen_random_uuid()","f",,,,,,"fibre_segment","id"
"omt","ild_id","uuid","YES",,"f",,,,,,"poste_source","code"
"omt","ild_id","uuid","YES",,"f",,,,,,"poste","id"
"omt","ild_id","uuid","YES",,"f",,,,,,"rm6","id"
"omt","ild_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"omt","ild_id","uuid","YES",,"f",,,,,,"fibre_segment","id"
"omt","ild_id","uuid","YES",,"f",,,,,,"ild","id"
"omt","ild_integre","boolean","NO","false","f",,,,,,"fibre_segment","id"
"omt","ild_integre","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"omt","ild_integre","boolean","NO","false","f",,,,,,"rm6","id"
"omt","ild_integre","boolean","NO","false","f",,,,,,"poste_source","code"
"omt","ild_integre","boolean","NO","false","f",,,,,,"poste","id"
"omt","ild_integre","boolean","NO","false","f",,,,,,"ild","id"
"omt","ip_ied","inet","YES",,"f",,,,,,"poste","id"
"omt","ip_ied","inet","YES",,"f",,,,,,"poste_source","code"
"omt","ip_ied","inet","YES",,"f",,,,,,"rm6","id"
"omt","ip_ied","inet","YES",,"f",,,,,,"referentiel_depart","code"
"omt","ip_ied","inet","YES",,"f",,,,,,"fibre_segment","id"
"omt","ip_ied","inet","YES",,"f",,,,,,"ild","id"
"omt","marque","character varying","YES",,"f",,,,,,"poste","id"
"omt","marque","character varying","YES",,"f",,,,,,"poste_source","code"
"omt","marque","character varying","YES",,"f",,,,,,"rm6","id"
"omt","marque","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"omt","marque","character varying","YES",,"f",,,,,,"fibre_segment","id"
"omt","marque","character varying","YES",,"f",,,,,,"ild","id"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"fibre_segment","id"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"ild","id"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"poste_source","code"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"poste","id"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"rm6","id"
"omt","medium_comm","character varying","NO","'4G'::character varying","f",,,,,,"referentiel_depart","code"
"omt","modele","character varying","YES",,"f",,,,,,"poste_source","code"
"omt","modele","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"omt","modele","character varying","YES",,"f",,,,,,"rm6","id"
"omt","modele","character varying","YES",,"f",,,,,,"poste","id"
"omt","modele","character varying","YES",,"f",,,,,,"fibre_segment","id"
"omt","modele","character varying","YES",,"f",,,,,,"ild","id"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"rm6","id"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"ild","id"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"fibre_segment","id"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"referentiel_depart","code"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"poste_source","code"
"omt","nb_manoeuvres","integer","NO","0","f",,,,,,"poste","id"
"omt","num_ied","character varying","YES",,"f",,,,,,"ild","id"
"omt","num_ied","character varying","YES",,"f",,,,,,"poste_source","code"
"omt","num_ied","character varying","YES",,"f",,,,,,"poste","id"
"omt","num_ied","character varying","YES",,"f",,,,,,"rm6","id"
"omt","num_ied","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"omt","num_ied","character varying","YES",,"f",,,,,,"fibre_segment","id"
"omt","omt_test","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"omt","omt_test","boolean","NO","false","f",,,,,,"poste_source","code"
"omt","omt_test","boolean","NO","false","f",,,,,,"poste","id"
"omt","omt_test","boolean","NO","false","f",,,,,,"rm6","id"
"omt","omt_test","boolean","NO","false","f",,,,,,"fibre_segment","id"
"omt","omt_test","boolean","NO","false","f",,,,,,"ild","id"
"omt","port_ied","integer","NO","2404","f",,,,,,"rm6","id"
"omt","port_ied","integer","NO","2404","f",,,,,,"referentiel_depart","code"
"omt","port_ied","integer","NO","2404","f",,,,,,"fibre_segment","id"
"omt","port_ied","integer","NO","2404","f",,,,,,"ild","id"
"omt","port_ied","integer","NO","2404","f",,,,,,"poste","id"
"omt","port_ied","integer","NO","2404","f",,,,,,"poste_source","code"
"omt","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"omt","poste_id","uuid","YES",,"f",,,,,,"ild","id"
"omt","poste_id","uuid","YES",,"f",,,,,,"fibre_segment","id"
"omt","poste_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"omt","poste_id","uuid","YES",,"f",,,,,,"rm6","id"
"omt","poste_id","uuid","YES",,"f",,,,,,"poste_source","code"
"omt","poste_source","character varying","NO",,"f",,,,,,"ild","id"
"omt","poste_source","character varying","NO",,"f",,,,,,"rm6","id"
"omt","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"omt","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"omt","poste_source","character varying","NO",,"f",,,,,,"referentiel_depart","code"
"omt","poste_source","character varying","NO",,"f",,,,,,"fibre_segment","id"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"poste","id"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"ild","id"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"fibre_segment","id"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"referentiel_depart","code"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"rm6","id"
"omt","protocole","character varying","NO","'IEC60870-5-104'::character varying","f",,,,,,"poste_source","code"
"omt","rm6_id","uuid","YES",,"f",,,,,,"poste_source","code"
"omt","rm6_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"omt","rm6_id","uuid","YES",,"f",,,,,,"fibre_segment","id"
"omt","rm6_id","uuid","YES",,"f",,,,,,"ild","id"
"omt","rm6_id","uuid","YES",,"f",,,,,,"rm6","id"
"omt","rm6_id","uuid","YES",,"f",,,,,,"poste","id"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"ild","id"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"poste","id"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"rm6","id"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"poste_source","code"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"referentiel_depart","code"
"omt","type_organe","character varying","NO","'XSWI'::character varying","f",,,,,,"fibre_segment","id"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"rm6","id"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"ild","id"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"omt","updated_at","timestamp with time zone","NO","now()","f",,,,,,"fibre_segment","id"
"omt_historique","commentaire","text","YES",,"f",,,,,,"utilisateur","id"
"omt_historique","commentaire","text","YES",,"f",,,,,,"omt","id"
"omt_historique","etat_apres","character varying","YES",,"f",,,,,,"utilisateur","id"
"omt_historique","etat_apres","character varying","YES",,"f",,,,,,"omt","id"
"omt_historique","etat_avant","character varying","YES",,"f",,,,,,"omt","id"
"omt_historique","etat_avant","character varying","YES",,"f",,,,,,"utilisateur","id"
"omt_historique","horodatage","timestamp with time zone","NO","now()","f",,,,,,"omt","id"
"omt_historique","horodatage","timestamp with time zone","NO","now()","f",,,,,,"utilisateur","id"
"omt_historique","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"omt_historique","id","uuid","NO","gen_random_uuid()","f",,,,,,"omt","id"
"omt_historique","omt_id","uuid","NO",,"f",,,,,,"utilisateur","id"
"omt_historique","omt_id","uuid","NO",,"f",,,,,,"omt","id"
"omt_historique","operateur_id","uuid","YES",,"f",,,,,,"utilisateur","id"
"omt_historique","operateur_id","uuid","YES",,"f",,,,,,"omt","id"
"omt_historique","source","character varying","NO","'SCADA'::character varying","f",,,,,,"omt","id"
"omt_historique","source","character varying","NO","'SCADA'::character varying","f",,,,,,"utilisateur","id"
"omt_historique","type_event","character varying","NO",,"f",,,,,,"utilisateur","id"
"omt_historique","type_event","character varying","NO",,"f",,,,,,"omt","id"
"point_ouverture","etat","character varying","NO","'FERME'::character varying","f",,,,,,"poste_source","code"
"point_ouverture","etat","character varying","NO","'FERME'::character varying","f",,,,,,"poste","id"
"point_ouverture","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"point_ouverture","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"point_ouverture","nom","character varying","YES",,"f",,,,,,"poste_source","code"
"point_ouverture","nom","character varying","YES",,"f",,,,,,"poste","id"
"point_ouverture","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"point_ouverture","poste_id","uuid","YES",,"f",,,,,,"poste_source","code"
"point_ouverture","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"point_ouverture","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"point_ouverture","remarque","text","YES",,"f",,,,,,"poste","id"
"point_ouverture","remarque","text","YES",,"f",,,,,,"poste_source","code"
"point_ouverture","x","numeric","YES",,"f",,,,,,"poste_source","code"
"point_ouverture","x","numeric","YES",,"f",,,,,,"poste","id"
"point_ouverture","y","numeric","YES",,"f",,,,,,"poste","id"
"point_ouverture","y","numeric","YES",,"f",,,,,,"poste_source","code"
