"table_name","column_name","data_type","is_nullable","column_default","rls_enabled","policyname","action","roles","using_expression","check_expression","foreign_table","foreign_column"
"test_interface","fo_interface_id","uuid","YES",,"f",,,,,,"omt","id"
"test_interface","fo_interface_id","uuid","YES",,"f",,,,,,"poste_source","code"
"test_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"fo_interface","id"
"test_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"test_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"omt","id"
"test_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"test_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"fibre_segment","id"
"test_interface","omt_id","uuid","YES",,"f",,,,,,"utilisateur","id"
"test_interface","omt_id","uuid","YES",,"f",,,,,,"poste_source","code"
"test_interface","omt_id","uuid","YES",,"f",,,,,,"omt","id"
"test_interface","omt_id","uuid","YES",,"f",,,,,,"fo_interface","id"
"test_interface","omt_id","uuid","YES",,"f",,,,,,"fibre_segment","id"
"test_interface","poste_source","character varying","NO",,"f",,,,,,"fo_interface","id"
"test_interface","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"test_interface","poste_source","character varying","NO",,"f",,,,,,"omt","id"
"test_interface","poste_source","character varying","NO",,"f",,,,,,"utilisateur","id"
"test_interface","poste_source","character varying","NO",,"f",,,,,,"fibre_segment","id"
"test_interface","realise_par","uuid","YES",,"f",,,,,,"fo_interface","id"
"test_interface","realise_par","uuid","YES",,"f",,,,,,"fibre_segment","id"
"test_interface","realise_par","uuid","YES",,"f",,,,,,"utilisateur","id"
"test_interface","realise_par","uuid","YES",,"f",,,,,,"omt","id"
"test_interface","realise_par","uuid","YES",,"f",,,,,,"poste_source","code"
"test_interface","resultat","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"poste_source","code"
"test_interface","resultat","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"fo_interface","id"
"test_interface","resultat","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"utilisateur","id"
"test_interface","resultat","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"omt","id"
"test_interface","resultat","character varying","NO","'A_FAIRE'::character varying","f",,,,,,"fibre_segment","id"
"test_interface","temps_reponse_ms","integer","YES",,"f",,,,,,"utilisateur","id"
"test_interface","temps_reponse_ms","integer","YES",,"f",,,,,,"fibre_segment","id"
"test_interface","temps_reponse_ms","integer","YES",,"f",,,,,,"fo_interface","id"
"test_interface","temps_reponse_ms","integer","YES",,"f",,,,,,"omt","id"
"test_interface","temps_reponse_ms","integer","YES",,"f",,,,,,"poste_source","code"
"test_interface","type_test","character varying","NO",,"f",,,,,,"omt","id"
"test_interface","type_test","character varying","NO",,"f",,,,,,"poste_source","code"
"test_interface","type_test","character varying","NO",,"f",,,,,,"fo_interface","id"
"test_interface","type_test","character varying","NO",,"f",,,,,,"fibre_segment","id"
"test_interface","type_test","character varying","NO",,"f",,,,,,"utilisateur","id"
"utilisateur","email","character varying","YES",,"f",,,,,,,
"utilisateur","id","uuid","NO","gen_random_uuid()","f",,,,,,,
"utilisateur","nom","character varying","YES",,"f",,,,,,,
"utilisateur","role","character varying","YES",,"f",,,,,,,
"v_anomalie_depart_inconnu","autre","text","YES",,,,,,,,,
"v_anomalie_depart_inconnu","client_mhrv","boolean","YES",,,,,,,,,
"v_anomalie_depart_inconnu","commentaire","text","YES",,,,,,,,,
"v_anomalie_depart_inconnu","created_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_inconnu","depart","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","depart_brut","text","YES",,,,,,,,,
"v_anomalie_depart_inconnu","id","uuid","YES",,,,,,,,,
"v_anomalie_depart_inconnu","injection_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","lat","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","layer_dxf","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","lng","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","nb_clients","integer","YES",,,,,,,,,
"v_anomalie_depart_inconnu","nom","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","numero","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","producteur","boolean","YES",,,,,,,,,
"v_anomalie_depart_inconnu","puissance_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","puissance_txt","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","regime","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","rotation_deg","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","type_bloc","character varying","YES",,,,,,,,,
"v_anomalie_depart_inconnu","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_inconnu","x","numeric","YES",,,,,,,,,
"v_anomalie_depart_inconnu","y","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","autre","text","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","client_mhrv","boolean","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","commentaire","text","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","created_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","depart","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","depart_brut","text","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","id","uuid","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","injection_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","lat","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","layer_dxf","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","lng","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","nb_clients","integer","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","nom","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","numero","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","producteur","boolean","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","puissance_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","puissance_txt","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","regime","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","rotation_deg","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","type_bloc","character varying","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","x","numeric","YES",,,,,,,,,
"v_anomalie_depart_layer_mismatch","y","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","autre","text","YES",,,,,,,,,
"v_anomalie_depart_vide","client_mhrv","boolean","YES",,,,,,,,,
"v_anomalie_depart_vide","commentaire","text","YES",,,,,,,,,
"v_anomalie_depart_vide","created_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_vide","depart","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","depart_brut","text","YES",,,,,,,,,
"v_anomalie_depart_vide","id","uuid","YES",,,,,,,,,
"v_anomalie_depart_vide","injection_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","lat","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","layer_dxf","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","lng","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","nb_clients","integer","YES",,,,,,,,,
"v_anomalie_depart_vide","nom","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","numero","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","producteur","boolean","YES",,,,,,,,,
"v_anomalie_depart_vide","puissance_kva","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","puissance_txt","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","regime","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","rotation_deg","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","type_bloc","character varying","YES",,,,,,,,,
"v_anomalie_depart_vide","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_depart_vide","x","numeric","YES",,,,,,,,,
"v_anomalie_depart_vide","y","numeric","YES",,,,,,,,,
"v_anomalie_numero_duplique","nb","bigint","YES",,,,,,,,,
"v_anomalie_numero_duplique","noms","ARRAY","YES",,,,,,,,,
"v_anomalie_numero_duplique","numero","character varying","YES",,,,,,,,,
"v_anomalie_numero_duplique","poste_ids","ARRAY","YES",,,,,,,,,
"v_anomalie_numero_duplique","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","autre","text","YES",,,,,,,,,
"v_anomalie_numero_vide","client_mhrv","boolean","YES",,,,,,,,,
"v_anomalie_numero_vide","commentaire","text","YES",,,,,,,,,
"v_anomalie_numero_vide","created_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_numero_vide","depart","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","depart_brut","text","YES",,,,,,,,,
"v_anomalie_numero_vide","id","uuid","YES",,,,,,,,,
"v_anomalie_numero_vide","injection_kva","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","lat","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","layer_dxf","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","lng","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","nb_clients","integer","YES",,,,,,,,,
"v_anomalie_numero_vide","nom","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","numero","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","producteur","boolean","YES",,,,,,,,,
"v_anomalie_numero_vide","puissance_kva","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","puissance_txt","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","regime","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","rotation_deg","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","type_bloc","character varying","YES",,,,,,,,,
"v_anomalie_numero_vide","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_numero_vide","x","numeric","YES",,,,,,,,,
"v_anomalie_numero_vide","y","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","autre","text","YES",,,,,,,,,
"v_anomalie_puissance_invalide","client_mhrv","boolean","YES",,,,,,,,,
"v_anomalie_puissance_invalide","commentaire","text","YES",,,,,,,,,
"v_anomalie_puissance_invalide","created_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_puissance_invalide","depart","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","depart_brut","text","YES",,,,,,,,,
"v_anomalie_puissance_invalide","id","uuid","YES",,,,,,,,,
"v_anomalie_puissance_invalide","injection_kva","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","lat","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","layer_dxf","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","lng","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","nb_clients","integer","YES",,,,,,,,,
"v_anomalie_puissance_invalide","nom","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","numero","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","poste_source","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","producteur","boolean","YES",,,,,,,,,
"v_anomalie_puissance_invalide","puissance_kva","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","puissance_txt","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","regime","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","rotation_deg","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","type_bloc","character varying","YES",,,,,,,,,
"v_anomalie_puissance_invalide","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_anomalie_puissance_invalide","x","numeric","YES",,,,,,,,,
"v_anomalie_puissance_invalide","y","numeric","YES",,,,,,,,,
"v_anomalies","niveau","text","YES",,,,,,,,,
"v_anomalies","nom","character varying","YES",,,,,,,,,
"v_anomalies","numero","character varying","YES",,,,,,,,,
"v_anomalies","poste_id","uuid","YES",,,,,,,,,
"v_anomalies","poste_source","character varying","YES",,,,,,,,,
"v_anomalies","type_anomalie","text","YES",,,,,,,,,
"v_cumul_depart","couleur","character varying","YES",,,,,,,,,
"v_cumul_depart","depart","character varying","YES",,,,,,,,,
"v_cumul_depart","libelle","character varying","YES",,,,,,,,,
"v_cumul_depart","nb_clients","bigint","YES",,,,,,,,,
"v_cumul_depart","nb_postes","bigint","YES",,,,,,,,,
"v_cumul_depart","poste_source","character varying","YES",,,,,,,,,
"v_cumul_depart","puissance_kva","numeric","YES",,,,,,,,,
"v_depart_drift","delta_kva","numeric","YES",,,,,,,,,
"v_depart_drift","delta_pct","numeric","YES",,,,,,,,,
"v_depart_drift","depart","character varying","YES",,,,,,,,,
"v_depart_drift","libelle","character varying","YES",,,,,,,,,
"v_depart_drift","nb_postes","bigint","YES",,,,,,,,,
"v_depart_drift","poste_source","character varying","YES",,,,,,,,,
"v_depart_drift","puissance_enregistree_kva","numeric","YES",,,,,,,,,
"v_depart_drift","puissance_recalculee_kva","numeric","YES",,,,,,,,,
"v_depart_topologie","bout_bouclage","boolean","YES",,,,,,,,,
"v_depart_topologie","commentaire","text","YES",,,,,,,,,
"v_depart_topologie","commune","character varying","YES",,,,,,,,,
"v_depart_topologie","depart","character varying","YES",,,,,,,,,
"v_depart_topologie","depart_couleur","character varying","YES",,,,,,,,,
"v_depart_topologie","depart_libelle","character varying","YES",,,,,,,,,
"v_depart_topologie","extremite_reseau","boolean","YES",,,,,,,,,
"v_depart_topologie","id","uuid","YES",,,,,,,,,
"v_depart_topologie","ild_etat","character varying","YES",,,,,,,,,
"v_depart_topologie","ild_id","uuid","YES",,,,,,,,,
"v_depart_topologie","nature_lien","character varying","YES",,,,,,,,,
"v_depart_topologie","nb_clients","integer","YES",,,,,,,,,
"v_depart_topologie","niveau_branche","integer","YES",,,,,,,,,
"v_depart_topologie","nom","character varying","YES",,,,,,,,,
"v_depart_topologie","numero","character varying","YES",,,,,,,,,
"v_depart_topologie","omt","boolean","YES",,,,,,,,,
"v_depart_topologie","ordre_principal","integer","YES",,,,,,,,,
"v_depart_topologie","origine_validation","character varying","YES",,,,,,,,,
"v_depart_topologie","parent_poste_id","uuid","YES",,,,,,,,,
"v_depart_topologie","poste_id","uuid","YES",,,,,,,,,
"v_depart_topologie","poste_source","character varying","YES",,,,,,,,,
"v_depart_topologie","poste_source_nom","character varying","YES",,,,,,,,,
"v_depart_topologie","puissance_kva","numeric","YES",,,,,,,,,
"v_depart_topologie","rang_branche","integer","YES",,,,,,,,,
"v_depart_topologie","regime","character varying","YES",,,,,,,,,
"v_depart_topologie","type_bloc","character varying","YES",,,,,,,,,
"v_depart_topologie","validation_statut","character varying","YES",,,,,,,,,
"v_depart_topologie_seed_audit","depart","character varying","YES",,,,,,,,,
"v_depart_topologie_seed_audit","depart_libelle","character varying","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_antennes","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_auto","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_bouclages","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_extremites","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_postes","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","nb_tronc","bigint","YES",,,,,,,,,
"v_depart_topologie_seed_audit","poste_source","character varying","YES",,,,,,,,,
"v_jonction_inter_source_candidate","departs","ARRAY","YES",,,,,,,,,
"v_jonction_inter_source_candidate","nb_sources","bigint","YES",,,,,,,,,
"v_jonction_inter_source_candidate","noms","ARRAY","YES",,,,,,,,,
"v_jonction_inter_source_candidate","numero","character varying","YES",,,,,,,,,
"v_jonction_inter_source_candidate","poste_ids","ARRAY","YES",,,,,,,,,
"v_jonction_inter_source_candidate","postes_source","ARRAY","YES",,,,,,,,,
"v_kpi_depart","capacite_nominale_kva","numeric","YES",,,,,,,,,
"v_kpi_depart","couleur","character varying","YES",,,,,,,,,
"v_kpi_depart","depart","character varying","YES",,,,,,,,,
"v_kpi_depart","libelle","character varying","YES",,,,,,,,,
"v_kpi_depart","nb_clients","bigint","YES",,,,,,,,,
"v_kpi_depart","nb_postes","bigint","YES",,,,,,,,,
"v_kpi_depart","poste_source","character varying","YES",,,,,,,,,
"v_kpi_depart","puissance_kva","numeric","YES",,,,,,,,,
"v_kpi_depart","taux_charge_pct","numeric","YES",,,,,,,,,
"v_kpi_fo_avancement","longueur_active_m","numeric","YES",,,,,,,,,
"v_kpi_fo_avancement","longueur_totale_m","numeric","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_actifs","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_en_cours","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_poses","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_prevus","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_recette","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","nb_segments_total","bigint","YES",,,,,,,,,
"v_kpi_fo_avancement","pct_mis_en_service","numeric","YES",,,,,,,,,
"v_kpi_fo_avancement","poste_source","character varying","YES",,,,,,,,,
"v_kpi_poste_source","nb_ab","bigint","YES",,,,,,,,,
"v_kpi_poste_source","nb_clients","bigint","YES",,,,,,,,,
"v_kpi_poste_source","nb_dp","bigint","YES",,,,,,,,,
"v_kpi_poste_source","nb_postes","bigint","YES",,,,,,,,,
"v_kpi_poste_source","nb_producteurs","bigint","YES",,,,,,,,,
"v_kpi_poste_source","nom","character varying","YES",,,,,,,,,
"v_kpi_poste_source","poste_source","character varying","YES",,,,,,,,,
"v_kpi_poste_source","puissance_kva","numeric","YES",,,,,,,,,
"v_omt_controle","depart","character varying","YES",,,,,,,,,
"v_omt_controle","depart_libelle","character varying","YES",,,,,,,,,
"v_omt_controle","etat_manoeuvre","character varying","YES",,,,,,,,,
"v_omt_controle","etat_telecom","character varying","YES",,,,,,,,,
"v_omt_controle","fibre_nom","character varying","YES",,,,,,,,,
"v_omt_controle","fibre_statut","character varying","YES",,,,,,,,,
"v_omt_controle","id","uuid","YES",,,,,,,,,
"v_omt_controle","ild_etat","character varying","YES",,,,,,,,,
"v_omt_controle","interface_statut","character varying","YES",,,,,,,,,
"v_omt_controle","medium_comm","character varying","YES",,,,,,,,,
"v_omt_controle","omt_test","boolean","YES",,,,,,,,,
"v_omt_controle","poste_nom","character varying","YES",,,,,,,,,
"v_omt_controle","poste_numero","character varying","YES",,,,,,,,,
"v_omt_controle","poste_source","character varying","YES",,,,,,,,,
"v_omt_controle","poste_source_nom","character varying","YES",,,,,,,,,
"v_omt_controle","protocole","character varying","YES",,,,,,,,,
"v_omt_controle","type_equipement","character varying","YES",,,,,,,,,
"v_omt_controle","type_organe","character varying","YES",,,,,,,,,
"v_poste_source_omt_kpi","nb_interfaces","bigint","YES",,,,,,,,,
"v_poste_source_omt_kpi","nb_omt","bigint","YES",,,,,,,,,
"v_poste_source_omt_kpi","nb_segments_fo","bigint","YES",,,,,,,,,
"v_poste_source_omt_kpi","nom","character varying","YES",,,,,,,,,
"v_poste_source_omt_kpi","omt_injoignables","bigint","YES",,,,,,,,,
"v_poste_source_omt_kpi","omt_ok","bigint","YES",,,,,,,,,
"v_poste_source_omt_kpi","poste_source","character varying","YES",,,,,,,,,
"v_poste_source_omt_kpi","segments_actifs","bigint","YES",,,,,,,,,
"v_postes_metier","autre","text","YES",,,,,,,,,
"v_postes_metier","client_mhrv","boolean","YES",,,,,,,,,
"v_postes_metier","commentaire","text","YES",,,,,,,,,
"v_postes_metier","created_at","timestamp with time zone","YES",,,,,,,,,
"v_postes_metier","depart","character varying","YES",,,,,,,,,
"v_postes_metier","depart_brut","text","YES",,,,,,,,,
"v_postes_metier","depart_couleur","character varying","YES",,,,,,,,,
"v_postes_metier","depart_libelle","character varying","YES",,,,,,,,,
"v_postes_metier","depart_poste_source_attendu","character varying","YES",,,,,,,,,
"v_postes_metier","famille_bloc","character varying","YES",,,,,,,,,
"v_postes_metier","id","uuid","YES",,,,,,,,,
"v_postes_metier","injection_kva","numeric","YES",,,,,,,,,
"v_postes_metier","lat","numeric","YES",,,,,,,,,
"v_postes_metier","layer_dxf","character varying","YES",,,,,,,,,
"v_postes_metier","lng","numeric","YES",,,,,,,,,
"v_postes_metier","nb_clients","integer","YES",,,,,,,,,
"v_postes_metier","nom","character varying","YES",,,,,,,,,
"v_postes_metier","numero","character varying","YES",,,,,,,,,
"v_postes_metier","poste_source","character varying","YES",,,,,,,,,
"v_postes_metier","producteur","boolean","YES",,,,,,,,,
"v_postes_metier","puissance_kva","numeric","YES",,,,,,,,,
"v_postes_metier","puissance_txt","character varying","YES",,,,,,,,,
"v_postes_metier","regime","character varying","YES",,,,,,,,,
"v_postes_metier","regime_referentiel","character varying","YES",,,,,,,,,
"v_postes_metier","rotation_deg","numeric","YES",,,,,,,,,
"v_postes_metier","type_bloc","character varying","YES",,,,,,,,,
"v_postes_metier","updated_at","timestamp with time zone","YES",,,,,,,,,
"v_postes_metier","x","numeric","YES",,,,,,,,,
"v_postes_metier","y","numeric","YES",,,,,,,,,
"visite_vps","compte_rendu","text","YES",,"f",,,,,,"poste_source","code"
"visite_vps","compte_rendu","text","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","conforme","boolean","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","conforme","boolean","YES",,"f",,,,,,"poste_source","code"
"visite_vps","created_at","timestamp with time zone","NO","now()","f",,,,,,"utilisateur","id"
"visite_vps","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"visite_vps","date_visite","date","NO",,"f",,,,,,"utilisateur","id"
"visite_vps","date_visite","date","NO",,"f",,,,,,"poste_source","code"
"visite_vps","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"visite_vps","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"visite_vps","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"visite_vps","poste_source","character varying","NO",,"f",,,,,,"utilisateur","id"
"visite_vps","prestataire","character varying","YES",,"f",,,,,,"poste_source","code"
"visite_vps","prestataire","character varying","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","responsable_id","uuid","YES",,"f",,,,,,"poste_source","code"
"visite_vps","responsable_id","uuid","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","suites_a_donner","text","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","suites_a_donner","text","YES",,"f",,,,,,"poste_source","code"
"visite_vps","type_visite","character varying","NO",,"f",,,,,,"utilisateur","id"
"visite_vps","type_visite","character varying","NO",,"f",,,,,,"poste_source","code"
"visite_vps","zone_concernee","character varying","YES",,"f",,,,,,"utilisateur","id"
"visite_vps","zone_concernee","character varying","YES",,"f",,,,,,"poste_source","code"
